Date,Train-Test,Board,Board_Type,Wheel_Diameter,Wheel_Durometer,City_State,Route,Distance,Calories,Avg_HR,Max_HR,Avg_Speed,Max_Speed,Total_Ascent,Total_Descent,Min_Temp,Number_of_Laps,Min_Elevation,Max_Elevation,Temp,Relative_Humidity,Wind_Speed
5/2/22 15:30,Train,,,,,"Ripon, WI",ripon_west_partial,7.23,298,111,149,8.8,17.6,180,325,59,2,674,858,48.92,69,8.077823
5/4/22 11:31,Train,Gbomb C27,Platform,80,78.5,"Ripon, WI",ripon_west_loop,10,392,123,153,12,22.2,328,338,55.4,3,904,1005,37.04,76,9.1962908
5/5/22 11:07,Train,,,,,"Ripon, WI",ripon_west_loop,9.99,453,129,174,11.7,18.7,335,328,60.8,2,919,1010,35.96,79,0
5/7/22 8:10,Train,,,,,"Ripon, WI",ripon_west_loop,9.97,495,132,167,11,20.3,430,367,62.6,2,926,1022,44.96,74,6.9593552
5/8/22 10:03,Train,,,,,"Ripon, WI",radio_road_to_sheldon,10.66,542,131,152,9.8,20.9,407,377,59,3,947,1034,48.92,59,9.1962908
5/10/22 10:23,Train,,,,,"Ripon, WI",ripon_west_loop,9.91,454,128,154,10.9,20.5,292,285,80.6,2,802,896,64.94,84,11.4332264
5/12/22 15:43,Train,,,,,"Greencastle, IN",bike_path_to_walnut_loop,4.56,199,108,127,8,13.2,108,104,89.6,1,841,881,77.72,48,7.8292746
5/14/22 9:10,Train,,,,,"Ripon, WI",ripon_west_loop,9.88,524,141,184,11.6,17.9,276,262,75.2,2,1103,1200,62.96,84,4.7224196
5/15/22 7:43,Train,,,,,"Ripon, WI",ripon_west_loop,10,509,136,168,11.2,17.6,295,515,68,2,924,1027,60.08,64,8.077823
5/17/22 10:36,Train,,,,,"Ripon, WI",ripon_west_loop,9.1,464,123,168,8.4,15.3,240,240,69.8,2,1081,1178,48.02,71,0
5/18/22 14:47,Train,,,,,"Ripon, WI",radio_road_to_sheldon,10.66,444,123,150,10.7,18.9,358,364,71.6,3,958,1068,55.94,72,10.3147586
5/19/22 6:54,Train,,,,,"Ripon, WI",ripon_west_loop,9.98,409,117,141,10,16.9,253,243,64.4,2,923,1014,51.98,89,10.3147586
5/22/22 7:58,Train,,,,,"Ripon, WI",ripon_west_loop,9.95,413,115,149,9.7,18.2,666,387,50,2,652,999,48.02,77,6.9593552
5/26/22 15:25,Train,,,,,"Ripon, WI",ripon_west_partial,7.29,348,119,144,8.8,14.6,144,164,77,2,595,662,66.02,87,10.3147586
5/27/22 14:54,Train,,,,,"Ripon, WI",ripon_west_loop,10.01,576,140,165,10.3,18.2,387,423,78.8,3,903,1017,57.02,77,9.1962908
5/28/22 9:14,Train,,,,,"Ripon, WI",ripon_west_loop,9.95,467,126,158,10.5,18.8,427,492,75.2,2,883,1003,51.98,89,3.3554034
5/29/22 16:31,Train,,,,,"Ripon, WI",ripon_west_partial,7.28,348,120,151,9.2,18,318,371,78.8,2,940,1026,75.02,66,10.3147586
6/1/22 8:39,Train,,,,,"Ripon, WI",ripon_west_loop,10,503,132,161,10.7,17.1,279,302,62.6,3,916,1015,57.92,72,6.9593552
6/2/22 8:56,Train,,,,,"Ripon, WI",ripon_west_loop,10,481,124,156,10,16.4,292,272,66.2,2,930,1026,55.04,64,5.8408874
6/3/22 14:33,Train,Rocket Exodus,Platform,85,78.5,"Ripon, WI",ripon_west_loop,10,501,130,154,10.6,18.3,292,276,73.4,2,932,1016,68,30,10.3147586
6/4/22 14:12,Train,Rocket Exodus,Platform,,,"Ripon, WI",radio_road_to_sheldon,10.03,436,111,145,7.7,17,308,331,69.8,3,957,1072,66.92,42,12.7381055
6/9/22 12:04,Train,Rocket Exodus,Platform,,,"Ripon, WI",ripon_west_loop,9.98,548,133,159,9.9,18.3,289,371,77,2,919,1031,59,83,8.077823
6/10/22 10:59,Train,Rocket Exodus,Platform,,,"Ripon, WI",ripon_west_loop,10,518,136,162,10.8,16.3,272,256,75.2,2,938,1028,59,64,5.8408874
6/19/22 8:47,Train,,,,,"Ripon, WI",radio_road_to_hill,12.81,615,131,166,10.2,20.6,778,784,73.4,3,535,667,53.06,64,0
6/20/22 8:40,Train,,,,,"Ripon, WI",radio_road_to_hill,11.33,677,152,180,11.1,21.8,259,289,80.6,3,989,1072,66.92,63,5.8408874
6/21/22 8:47,Train,,,,,"Ripon, WI",ripon_west_loop,10.01,579,142,173,10.6,17.7,659,607,80.6,3,888,1066,71.96,66,8.077823
6/22/22 8:48,Train,,,,,"Ripon, WI",ripon_west_loop,10,533,139,164,10.9,17.7,312,318,73.4,2,919,1024,66.92,68,3.3554034
6/23/22 8:48,Train,,,,,"Ripon, WI",ripon_west_loop,10,503,135,173,11.3,17.6,253,299,71.6,2,949,1027,57.92,87,3.3554034
6/24/22 8:49,Train,,,,,"Ripon, WI",radio_road_to_hill,13.01,596,114,142,7.3,19.5,673,702,82.4,3,940,1052,66.02,70,8.077823
6/26/22 6:34,Train,,,,,"Ripon, WI",ripon_west_loop,10.02,381,114,140,9.9,17.7,348,394,68,3,910,1007,66.92,93,0
6/27/22 10:42,Train,,,,,"Ripon, WI",ripon_west_loop,9.99,451,125,165,10.9,17.6,308,335,71.6,2,923,1023,55.94,69,5.8408874
6/28/22 9:30,Train,,,,,"Ripon, WI",radio_road_to_sheldon,10.7,527,126,163,9.4,18.3,364,463,75.2,3,966,1073,60.08,75,10.3147586
6/29/22 9:38,Train,,,,,"Ripon, WI",ripon_west_loop,10,445,127,161,11.3,19.6,299,318,68,2,911,1017,60.08,93,0
7/1/22 9:58,Train,,,,,"Ripon, WI",ripon_west_loop,10,505,141,172,11.7,17.2,285,279,73.4,2,962,1102,69.08,70,9.1962908
7/2/22 8:28,Train,,,,,"Ripon, WI",ripon_west_loop,10,431,127,162,11.7,18.6,299,292,71.6,2,912,1020,59,69,4.7224196
7/3/22 8:23,Train,,,,,"Ripon, WI",ripon_west_loop,10,472,134,168,11.8,17.4,266,272,69.8,2,924,1014,57.92,97,3.3554034
7/5/22 10:19,Train,,,,,"Ripon, WI",ripon_west_loop,10,395,116,139,9.7,17.9,266,259,77,3,932,1030,69.08,96,6.9593552
7/29/22 16:06,Train,,,,,"Greencastle, IN",bike_path_to_walnut_loop,6.53,266,110,167,9.2,17.2,148,194,78.8,2,803,848,76.64,49,7.5807262
7/31/22 7:34,Train,,,,,"Greencastle, IN",limedale,6.77,220,103,145,10.3,20.9,295,302,69.8,2,642,756,66.56,81,3.106855
8/5/22 9:13,Train,,,,,"Greencastle, IN",limedale,7.33,302,117,160,10.6,19.7,318,367,78.8,2,635,736,70.34,99,1.9883872
8/11/22 8:59,Train,,,,,"Greencastle, IN",bike_path_to_walnut_loop,7.01,316,113,147,8.7,17.1,174,167,73.4,2,807,852,62.96,91,4.2253228
8/22/22 11:03,Train,,,,,"Greencastle, IN",limedale,6.25,224,112,154,11.4,21.5,272,279,75.2,2,662,759,65.84,93,6.2758471
8/25/22 15:07,Train,Gbomb C27,Platform,85,78.5,"Greencastle, IN",limedale,6.24,292,134,172,12,20,367,387,78.8,2,604,751,79.16,51,6.4622584
9/3/22 8:10,Train,,,,,"Greencastle, IN",limedale,6.84,270,120,156,11.6,22.3,292,358,71.6,2,633,776,69.26,81,1.9883872
9/4/22 7:28,Train,,,,,"Greencastle, IN",bike_path_to_walnut_loop,6.54,204,98,131,9.2,17.6,131,171,71.6,2,778,844,69.44,98,6.0272987
9/6/22 15:16,Train,Gbomb X24,Platform,110,72,"Greencastle, IN",bike_path_to_walnut_loop,6.99,361,127,155,10,19.4,233,197,80.6,2,801,851,74.66,71,5.3437906
9/16/22 8:48,Train,Gbomb X24,Platform,110,72,"Greencastle, IN",limedale,6.25,270,130,169,12.3,22.6,259,276,66.2,2,646,747,60.62,89,4.7224196
9/17/22 17:25,Train,Gbomb X24,Platform,110,72,"Greencastle, IN",bike_path_to_walnut_loop,6.55,255,114,154,10.6,18,269,308,80.6,2,776,861,82.58,44,10.5011699
9/20/22 12:04,Train,Gbomb X24,Platform,110,72,"Greencastle, IN",bike_path_to_walnut_loop,6.55,329,127,166,10,17.2,295,331,82.4,2,736,853,67.82,88,4.7224196
9/23/22 10:37,Train,Gbomb X24,Platform,110,72,"Greencastle, IN",limedale,6.24,281,132,164,12.2,24,299,328,68,2,648,752,47.84,73,4.9088309
9/26/22 10:06,Train,,Platform,110,72,"Greencastle, IN",bike_path_to_walnut_loop,6.5,251,112,135,10.1,18,174,167,64.4,2,816,864,53.42,68,8.077823
9/27/22 15:25,Train,,Platform,110,72,"Greencastle, IN",bike_path_to_walnut_loop,6.44,246,109,154,9.6,16.9,213,213,69.8,2,797,850,58.82,45,11.6196377
9/29/22 13:11,Train,,Platform,110,72,"Greencastle, IN",bike_path_to_walnut_loop,6.24,287,118,141,9.4,18.4,184,184,64.4,2,811,858,51.62,74,5.592339
10/1/22 10:46,Train,,Platform,110,72,"Greencastle, IN",limedale,6.24,221,115,157,12.3,23.9,253,272,62.6,2,642,749,48.02,71,8.5127827
10/6/22 15:09,Train,,Platform,110,72,"Greencastle, IN",bike_path_to_walnut_loop,6.52,308,117,148,9.7,16.7,226,230,77,2,802,852,68.36,46,7.3943149
10/11/22 14:46,Train,,Platform,110,72,"Greencastle, IN",bike_path_to_walnut_loop,6.52,270,112,142,9.8,16.4,203,177,71.6,2,804,852,65.84,44,10.3147586
10/14/22 10:25,Train,,Platform,110,72,"Greencastle, IN",limedale,10.1,407,121,154,11.4,20.9,420,446,53.6,3,651,786,43.16,51,9.8176618
10/15/22 15:50,Train,Rocket Exodus,Platform,110,72,"Greencastle, IN",limedale,9.87,490,139,166,12.1,23.6,597,469,68,2,612,778,50.9,45,9.6312505
10/27/22 15:22,Train,Rocket Exodus,Platform,110,72,"Greencastle, IN",limedale,8.8,426,131,164,10.9,24.5,308,387,69.8,2,636,768,48.2,65,9.1962908
11/2/22 15:52,Train,Rocket Exodus,Platform,110,72,"Greencastle, IN",limedale,8.82,388,130,165,12,24.2,449,541,78.8,2,541,745,62.06,71,6.0272987
11/6/22 8:55,Train,Bossa LDP 38,Top Mount,75,78,"Greencastle, IN",limedale,3.18,131,116,146,11.3,21.6,135,151,62.6,1,667,744,46.58,79,7.5807262
11/6/22 9:15,Train,Rocket Exodus,Platform,110,72,"Greencastle, IN",limedale,6.23,311,137,161,11.8,23,276,295,60.8,2,642,751,45.86,82,7.5807262
11/9/22 10:17,Train,Rocket Exodus,Platform,110,72,"Greencastle, IN",limedale,6.79,245,118,155,12.5,24.3,312,338,64.4,2,641,772,45.68,56,6.7108068
